UF;Rodovia;Sentido;Alta;Média;Baixa;Latitude;Longitude
TO;BR-153;Crescente;;;;-10.7722618;-48.9012672
TO;BR-153;Crescente;;;;-10.7812046;-48.9016167
TO;BR-153;Crescente;;;;-10.7901459;-48.9020435
TO;BR-153;Crescente;;;;-10.7990946;-48.9024665
TO;BR-153;Crescente;;;;-10.8080405;-48.9028839
TO;BR-153;Crescente;;;;-10.8169709;-48.9033103
TO;BR-153;Crescente;;;;-10.8259277;-48.9037346
TO;BR-153;Crescente;;;;-10.8348642;-48.9041564
TO;BR-153;Crescente;;;;-10.8438215;-48.9045826
TO;BR-153;Crescente;;;X;-10.8527666;-48.9050074
TO;BR-153;Crescente;;;;-10.8617067;-48.9054352
TO;BR-153;Crescente;;;;-10.8706516;-48.9058537
TO;BR-153;Crescente;;;;-10.8795964;-48.906275
TO;BR-153;Crescente;;;X;-10.88853;-48.9067023
TO;BR-153;Crescente;;;;-10.8974777;-48.9071346
TO;BR-153;Crescente;;;;-10.9064211;-48.9075639
TO;BR-153;Crescente;;;;-10.9153617;-48.9079855
TO;BR-153;Crescente;;;;-10.9242961;-48.9084066
TO;BR-153;Crescente;;;;-10.9332482;-48.9088291
TO;BR-153;Crescente;;;;-10.9421816;-48.9092573
TO;BR-153;Crescente;;;;-10.9511166;-48.9095382
TO;BR-153;Crescente;;;;-10.9600818;-48.9093599
TO;BR-153;Crescente;;;;-10.9690269;-48.9091925
TO;BR-153;Crescente;;;;-10.9779653;-48.9090082
TO;BR-153;Crescente;;;;-10.9869186;-48.9088249
TO;BR-153;Crescente;;;;-10.9958741;-48.908648
TO;BR-153;Crescente;;;;-11.0048119;-48.908464
TO;BR-153;Crescente;;;;-11.0137623;-48.9082863
TO;BR-153;Crescente;;X;;-11.0227054;-48.9081029
TO;BR-153;Crescente;;X;;-11.0316428;-48.9082245
TO;BR-153;Crescente;;;;-11.0404341;-48.9098783
TO;BR-153;Crescente;;;;-11.0492417;-48.9115267
TO;BR-153;Crescente;;;;-11.0580389;-48.9131748
TO;BR-153;Crescente;;;;-11.0668337;-48.9148283
TO;BR-153;Crescente;;;;-11.0756381;-48.9164873
TO;BR-153;Crescente;;;;-11.0844406;-48.9181429
TO;BR-153;Crescente;X;;;-11.093244;-48.9197076
TO;BR-153;Crescente;;;X;-11.1021512;-48.9205827
TO;BR-153;Crescente;;X;;-11.1110588;-48.9214559
TO;BR-153;Crescente;;;X;-11.1199513;-48.9223353
TO;BR-153;Crescente;;;X;-11.1288472;-48.9232031
TO;BR-153;Crescente;;;;-11.1377531;-48.9240807
TO;BR-153;Crescente;;;;-11.1466706;-48.9249615
TO;BR-153;Crescente;;;;-11.155567;-48.9258372
TO;BR-153;Crescente;;;;-11.1644694;-48.9267097
TO;BR-153;Crescente;;;;-11.1733814;-48.9275835
TO;BR-153;Crescente;;;;-11.1822715;-48.9284623
TO;BR-153;Crescente;;;X;-11.1911735;-48.9293383
TO;BR-153;Crescente;;;;-11.2000881;-48.9302169
TO;BR-153;Crescente;;;;-11.2089758;-48.9310883
TO;BR-153;Crescente;;;;-11.21789;-48.9319704
TO;BR-153;Crescente;;;;-11.2267841;-48.9328458
TO;BR-153;Crescente;;;;-11.23569;-48.9337194
TO;BR-153;Crescente;;;X;-11.2445842;-48.9345968
TO;BR-153;Crescente;;;X;-11.2534844;-48.9354764
TO;BR-153;Crescente;;;;-11.262386;-48.9363458
TO;BR-153;Crescente;;;;-11.2712806;-48.9372195
TO;BR-153;Crescente;;;;-11.2801945;-48.9380989
TO;BR-153;Crescente;;;;-11.2890894;-48.938974
TO;BR-153;Decrescente;;;;-11.2976504;-48.9398155
TO;BR-153;Decrescente;;;;-11.2890791;-48.9389767
TO;BR-153;Decrescente;;X;;-11.2801666;-48.9381039
TO;BR-153;Decrescente;X;;;-11.271263;-48.9372283
TO;BR-153;Decrescente;;X;;-11.2623684;-48.9363536
TO;BR-153;Decrescente;;;;-11.2534685;-48.9354795
TO;BR-153;Decrescente;;X;;-11.2445769;-48.9346027
TO;BR-153;Decrescente;;;;-11.2356759;-48.9337255
TO;BR-153;Decrescente;X;;;-11.2267696;-48.9328453
TO;BR-153;Decrescente;X;;;-11.2178584;-48.9319669
TO;BR-153;Decrescente;X;;;-11.2089576;-48.9310921
TO;BR-153;Decrescente;;X;;-11.2000559;-48.9302106
TO;BR-153;Decrescente;;;;-11.1911659;-48.9293395
TO;BR-153;Decrescente;;;;-11.1822552;-48.9284588
TO;BR-153;Decrescente;;;;-11.1733577;-48.9275868
TO;BR-153;Decrescente;;;X;-11.1644545;-48.9267125
TO;BR-153;Decrescente;X;;;-11.1555482;-48.925843
TO;BR-153;Decrescente;X;;;-11.146648;-48.924964
TO;BR-153;Decrescente;;X;;-11.1377431;-48.9240904
TO;BR-153;Decrescente;;;;-11.1288359;-48.9232114
TO;BR-153;Decrescente;;;;-11.1199407;-48.9223427
TO;BR-153;Decrescente;;;;-11.111031;-48.9214641
TO;BR-153;Decrescente;;;;-11.1021272;-48.9205926
TO;BR-153;Decrescente;;;;-11.0932223;-48.9197151
TO;BR-153;Decrescente;;;;-11.0844231;-48.918144
TO;BR-153;Decrescente;;;;-11.0756101;-48.9164853
TO;BR-153;Decrescente;;X;;-11.06681;-48.9148302
TO;BR-153;Decrescente;X;;;-11.0580144;-48.9131731
TO;BR-153;Decrescente;X;;;-11.0492205;-48.9115201
TO;BR-153;Decrescente;;;;-11.0404182;-48.9098636
TO;BR-153;Decrescente;;;;-11.0316246;-48.9082247
TO;BR-153;Decrescente;;;;-11.0226784;-48.908107
TO;BR-153;Decrescente;;X;;-11.0137357;-48.9082866
TO;BR-153;Decrescente;;;X;-11.004802;-48.9084638
TO;BR-153;Decrescente;;;X;-10.9958437;-48.9086392
TO;BR-153;Decrescente;;;;-10.9868989;-48.9088221
TO;BR-153;Decrescente;;;;-10.9779445;-48.9090024
TO;BR-153;Decrescente;;;;-10.969001;-48.9091763
TO;BR-153;Decrescente;;;X;-10.9600492;-48.9093532
TO;BR-153;Decrescente;;;;-10.9511098;-48.9095277
TO;BR-153;Decrescente;;;;-10.94217;-48.9092501
TO;BR-153;Decrescente;;;X;-10.933229;-48.9088287
TO;BR-153;Decrescente;;X;;-10.9242778;-48.9083963
TO;BR-153;Decrescente;X;;;-10.9153479;-48.9079784
TO;BR-153;Decrescente;X;;;-10.9063965;-48.9075486
TO;BR-153;Decrescente;;;X;-10.8974526;-48.907123
TO;BR-153;Decrescente;;;X;-10.8885154;-48.9067038
TO;BR-153;Decrescente;;;;-10.8795745;-48.9062762
TO;BR-153;Decrescente;;;;-10.8706275;-48.9058485
TO;BR-153;Decrescente;;;;-10.8616919;-48.9054248
TO;BR-153;Decrescente;;;;-10.8527324;-48.9050013
TO;BR-153;Decrescente;;;;-10.8380579;-48.904302
TO;BR-153;Decrescente;;;;-10.8348598;-48.9041549
TO;BR-153;Decrescente;;;X;-10.825914;-48.9037245
TO;BR-153;Decrescente;;;;-10.8169697;-48.903299
TO;BR-153;Decrescente;;;;-10.8080242;-48.9028825
TO;BR-153;Decrescente;;;;-10.7990654;-48.9024561
TO;BR-153;Decrescente;;;;-10.7901181;-48.9020302
TO;BR-153;Decrescente;;;;-10.7811771;-48.901601
TO;BR-153;Decrescente;;;X;-10.7668834;-48.9016023
TO;BR-153;Decrescente;;;;-10.7640357;-48.9018181
TO;BR-153;Decrescente;;;X;-10.7569331;-48.9021701
TO;BR-153;Decrescente;;;;-10.7495274;-48.9024711
TO;BR-153;Decrescente;;;;-10.7394083;-48.9034277
TO;BR-153;Decrescente;;;;-10.7292964;-48.9041002
TO;BR-153;Decrescente;;;;-10.7198706;-48.9047257
TO;BR-153;Decrescente;;;;-10.7105342;-48.90533
TO;BR-153;Decrescente;;;;-10.701184;-48.9059449
TO;BR-153;Decrescente;;;;-10.6918348;-48.9065759
TO;BR-153;Decrescente;;;;-10.6824866;-48.9071935
TO;BR-153;Decrescente;;;;-10.6731484;-48.9078098
TO;BR-153;Decrescente;;;;-10.6638041;-48.908431
TO;BR-153;Decrescente;;;;-10.6544648;-48.9090509
TO;BR-153;Decrescente;;;;-10.6451125;-48.9096685
TO;BR-153;Decrescente;;;;-10.6357736;-48.9102896
TO;BR-153;Decrescente;;;;-10.6264247;-48.9109122
TO;BR-153;Decrescente;;;;-10.6170852;-48.9115302
TO;BR-153;Decrescente;;;;-10.6077421;-48.9121499
TO;BR-153;Decrescente;;;;-10.5983853;-48.9127668
TO;BR-153;Decrescente;;;;-10.5890328;-48.9133932
TO;BR-153;Decrescente;;;X;-10.5796969;-48.9140091
TO;BR-153;Decrescente;;;;-10.5678406;-48.9139704
TO;BR-153;Decrescente;;;;-10.5671865;-48.9138968
TO;BR-153;Decrescente;;;;-10.5606145;-48.9132911
TO;BR-153;Decrescente;;;;-10.5531193;-48.9124919
TO;BR-153;Decrescente;;;;-10.5438519;-48.9114389
TO;BR-153;Decrescente;;;;-10.5345148;-48.9103884
TO;BR-153;Decrescente;;;;-10.5251685;-48.9093334
TO;BR-153;Decrescente;;;;-10.5158332;-48.90829
TO;BR-153;Decrescente;;;;-10.5064835;-48.9072356
TO;BR-153;Decrescente;;;;-10.497137;-48.9061861
TO;BR-153;Decrescente;;;;-10.4877834;-48.9051308
TO;BR-153;Decrescente;;;;-10.4784282;-48.9040805
TO;BR-153;Decrescente;;;;-10.469087;-48.9030365
TO;BR-153;Decrescente;;;;-10.4597441;-48.9019808
TO;BR-153;Decrescente;;;;-10.4503946;-48.9009292
TO;BR-153;Decrescente;;;;-10.4410333;-48.8998879
TO;BR-153;Decrescente;;;;-10.4316901;-48.8988382
TO;BR-153;Decrescente;;;;-10.4224531;-48.8978084
TO;BR-153;Decrescente;;;;-10.4134712;-48.8968025
TO;BR-153;Decrescente;;;;-10.4044801;-48.8958013
TO;BR-153;Decrescente;;;;-10.3954973;-48.894798
TO;BR-153;Decrescente;;;;-10.386517;-48.8938019
TO;BR-153;Decrescente;;;;-10.3775319;-48.8928048
TO;BR-153;Decrescente;;;;-10.3685554;-48.8918004
TO;BR-153;Decrescente;;;;-10.3595796;-48.8907972
TO;BR-153;Decrescente;;;;-10.3505939;-48.8898063
TO;BR-153;Decrescente;;;;-10.3415928;-48.8888043
TO;BR-153;Decrescente;;;;-10.3326134;-48.8878045
TO;BR-153;Decrescente;;;;-10.3236364;-48.8868031
TO;BR-153;Decrescente;;;;-10.3146505;-48.885798
TO;BR-153;Decrescente;;;;-10.3056654;-48.8847991
TO;BR-153;Decrescente;;;;-10.2966893;-48.8838027
TO;BR-153;Decrescente;;;;-10.2876933;-48.8827976
TO;BR-153;Decrescente;;;;-10.2787118;-48.8817991
TO;BR-153;Decrescente;;;;-10.2697296;-48.880803
TO;BR-153;Decrescente;;;;-10.2607395;-48.8797985
TO;BR-153;Decrescente;X;;;-10.2517569;-48.8788006
TO;BR-153;Decrescente;;X;;-10.2427668;-48.8777988
TO;BR-153;Decrescente;X;;;-10.2337849;-48.8768057
TO;BR-153;Decrescente;;;;-10.2247874;-48.8758033
TO;BR-153;Decrescente;;;X;-10.2158081;-48.8748025
TO;BR-153;Decrescente;X;;;-10.2067939;-48.8737915
TO;BR-153;Decrescente;;;X;-10.1982776;-48.875675
TO;BR-153;Decrescente;;;;-10.1902357;-48.8798487
TO;BR-153;Decrescente;;;;-10.1811788;-48.880292
TO;BR-153;Decrescente;X;;;-10.1720046;-48.8806757
TO;BR-153;Decrescente;;;X;-10.1629766;-48.8810487
TO;BR-153;Decrescente;X;;;-10.1593097;-48.8818748
TO;BR-153;Decrescente;;;X;-10.1557066;-48.8829734
TO;BR-153;Decrescente;X;;;-10.1475448;-48.8854557
TO;BR-153;Decrescente;X;;;-10.138874;-48.8880963
TO;BR-153;Decrescente;;;X;-10.130267;-48.8875651
TO;BR-153;Decrescente;X;;;-10.1225849;-48.8826878
TO;BR-153;Decrescente;X;;;-10.1149124;-48.8778079
TO;BR-153;Decrescente;X;;;-10.1072453;-48.8729305
TO;BR-153;Decrescente;X;;;-10.0991563;-48.868815
TO;BR-153;Decrescente;X;;;-10.0913957;-48.8641763
TO;BR-153;Decrescente;X;;;-10.0844145;-48.8583122
TO;BR-153;Decrescente;;X;;-10.0763516;-48.8549333
TO;BR-153;Decrescente;;X;;-10.0694275;-48.8497809
TO;BR-153;Decrescente;X;;;-10.0642671;-48.8422234
TO;BR-153;Decrescente;;;X;-10.0601065;-48.8341277
TO;BR-153;Decrescente;;;X;-10.057141;-48.8254415
TO;BR-153;Decrescente;;;X;-10.0508819;-48.8196575
TO;BR-153;Decrescente;;;;-10.0446859;-48.8131484
TO;BR-153;Decrescente;;;;-10.0392537;-48.8057902
TO;BR-153;Decrescente;;;;-10.0338312;-48.7984267
TO;BR-153;Decrescente;;;X;-10.028398;-48.7910652
TO;BR-153;Decrescente;;;;-10.0229674;-48.7837022
TO;BR-153;Decrescente;;;;-10.0175414;-48.7763482
TO;BR-153;Decrescente;;;;-10.0113278;-48.7698066
TO;BR-153;Decrescente;;;;-10.003605;-48.7649962
TO;BR-153;Decrescente;;;;-9.995881;-48.7601956
TO;BR-153;Decrescente;;;;-9.988158;-48.7553904
TO;BR-153;Decrescente;X;;;-9.9804359;-48.7506001
TO;BR-153;Decrescente;;;X;-9.9727256;-48.7457898
TO;BR-153;Decrescente;;;;-9.9641435;-48.743636
TO;BR-153;Decrescente;;;X;-9.9551027;-48.7442639
TO;BR-153;Decrescente;;;X;-9.9461405;-48.7439836
TO;BR-153;Decrescente;X;;;-9.9382636;-48.739453
TO;BR-153;Decrescente;;;;-9.9304519;-48.7348023
TO;BR-153;Decrescente;;;;-9.9216769;-48.7327947
TO;BR-153;Decrescente;;;;-9.9127232;-48.7313916
TO;BR-153;Decrescente;;;;-9.9037704;-48.7299944
TO;BR-153;Decrescente;;;;-9.8948191;-48.7286003
TO;BR-153;Decrescente;;X;;-9.885859;-48.7272048
TO;BR-153;Decrescente;;;;-9.876907;-48.7258031
TO;BR-153;Decrescente;;;;-9.8679575;-48.7244109
TO;BR-153;Decrescente;;;X;-9.8589989;-48.7230121
TO;BR-153;Decrescente;;;;-9.8500159;-48.7219999
TO;BR-153;Decrescente;;X;;-9.8409631;-48.7221876
TO;BR-153;Decrescente;;;X;-9.8319347;-48.7223709
TO;BR-153;Decrescente;;;X;-9.8229035;-48.722543
TO;BR-153;Decrescente;;;;-9.8138771;-48.7227085
TO;BR-153;Decrescente;;;;-9.8054001;-48.7197784
TO;BR-153;Decrescente;;;;-9.7971442;-48.7160678
TO;BR-153;Decrescente;;;X;-9.7888897;-48.7123562
TO;BR-153;Decrescente;;;;-9.7806304;-48.7086365
TO;BR-153;Decrescente;;;X;-9.7722353;-48.705347
TO;BR-153;Decrescente;;;X;-9.7633979;-48.7034254
TO;BR-153;Decrescente;;;;-9.7545687;-48.701498
TO;BR-153;Decrescente;;;X;-9.7457409;-48.6995696
TO;BR-153;Decrescente;;;;-9.7373993;-48.6961664
TO;BR-153;Decrescente;;;;-9.7292965;-48.6921282
TO;BR-153;Decrescente;;;X;-9.721453;-48.6876332
TO;BR-153;Decrescente;;X;;-9.7139967;-48.682459
TO;BR-153;Decrescente;;;;-9.7065391;-48.6772914
TO;BR-153;Decrescente;;;;-9.6991221;-48.672052
TO;BR-153;Decrescente;;;;-9.6925373;-48.6657873
TO;BR-153;Decrescente;;;;-9.6859564;-48.6595065
TO;BR-153;Decrescente;;;;-9.6786633;-48.654177
TO;BR-153;Decrescente;;;;-9.6709312;-48.6494193
TO;BR-153;Decrescente;;;;-9.6627119;-48.6457484
TO;BR-153;Decrescente;;;;-9.6541133;-48.6429442
TO;BR-153;Decrescente;X;;;-9.6455143;-48.6401524
TO;BR-153;Decrescente;X;;;-9.6369041;-48.6373582
TO;BR-153;Decrescente;;;;-9.6283051;-48.6345537
TO;BR-153;Decrescente;;;X;-9.6197064;-48.631753
TO;BR-153;Decrescente;;;;-9.6110947;-48.628956
TO;BR-153;Decrescente;;;;-9.602492;-48.6261557
TO;BR-153;Decrescente;;;;-9.5938263;-48.6235929
TO;BR-153;Decrescente;;;;-9.5850539;-48.6213869
TO;BR-153;Decrescente;;;;-9.5767167;-48.6181106
TO;BR-153;Decrescente;;;;-9.5692474;-48.6129564
TO;BR-153;Decrescente;;;;-9.5617645;-48.607801
TO;BR-153;Decrescente;X;;;-9.5542972;-48.6026453
TO;BR-153;Decrescente;X;;;-9.5468123;-48.5974947
TO;BR-153;Decrescente;X;;;-9.5313925;-48.5930457
TO;BR-153;Decrescente;X;;;-9.5296953;-48.5930855
TO;BR-153;Decrescente;X;;;-9.5213203;-48.5915508
TO;BR-153;Decrescente;X;;;-9.5131365;-48.5891384
TO;BR-153;Decrescente;;;;-9.5047361;-48.5875747
TO;BR-153;Decrescente;;;X;-9.496368;-48.585863
TO;BR-153;Decrescente;;;X;-9.4874748;-48.5843593
TO;BR-153;Decrescente;;;;-9.4785472;-48.5826874
TO;BR-153;Decrescente;;;;-9.4696405;-48.5810287
TO;BR-153;Decrescente;;;;-9.4607207;-48.5793542
TO;BR-153;Decrescente;;;;-9.4518116;-48.5776988
TO;BR-153;Decrescente;;;X;-9.4428917;-48.5760356
TO;BR-153;Decrescente;X;;;-9.4339792;-48.574362
TO;BR-153;Decrescente;;;X;-9.4250585;-48.572704
TO;BR-153;Decrescente;;;;-9.4161473;-48.5710261
TO;BR-153;Decrescente;;;;-9.4072479;-48.5692657
TO;BR-153;Decrescente;;;;-9.3994267;-48.564652
TO;BR-153;Decrescente;;;;-9.3906516;-48.562451
TO;BR-153;Decrescente;;;;-9.3817577;-48.5606647
TO;BR-153;Decrescente;;;;-9.369204;-48.5538808
TO;BR-153;Decrescente;;;;-9.365907;-48.5518622
TO;BR-153;Decrescente;;;X;-9.3581473;-48.5471103
TO;BR-153;Decrescente;;;X;-9.3507329;-48.5418681
TO;BR-153;Decrescente;;X;;-9.3437822;-48.5360871
TO;BR-153;Decrescente;;;X;-9.3349274;-48.5357051
TO;BR-153;Decrescente;;;;-9.3266689;-48.5394765
TO;BR-153;Decrescente;;;;-9.3184231;-48.5433097
TO;BR-153;Decrescente;;;;-9.3101968;-48.5471526
TO;BR-153;Decrescente;;;;-9.3019602;-48.5509916
TO;BR-153;Decrescente;;;;-9.2933948;-48.5535664
TO;BR-153;Decrescente;;;;-9.2843634;-48.553079
TO;BR-153;Decrescente;;;;-9.2754649;-48.5513855
TO;BR-153;Decrescente;;;;-9.2671586;-48.5479484
TO;BR-153;Decrescente;;;;-9.2580875;-48.5480892
TO;BR-153;Decrescente;;;;-9.2490239;-48.5482769
TO;BR-153;Decrescente;;;;-9.239954;-48.5484601
TO;BR-153;Decrescente;;;;-9.2312346;-48.5463149
TO;BR-153;Decrescente;;;;-9.2224745;-48.5441187
TO;BR-153;Decrescente;;;;-9.2135255;-48.5426352
TO;BR-153;Decrescente;;;;-9.2045748;-48.5411577
TO;BR-153;Decrescente;;;;-9.1956207;-48.5396859
TO;BR-153;Decrescente;;;;-9.1866661;-48.5382144
TO;BR-153;Decrescente;;;;-9.1777229;-48.5367459
TO;BR-153;Decrescente;;;;-9.1687492;-48.5355181
TO;BR-153;Decrescente;;;;-9.1596798;-48.535785
TO;BR-153;Decrescente;;;;-9.1506173;-48.5360444
TO;BR-153;Decrescente;;;;-9.1415481;-48.536315
TO;BR-153;Decrescente;;X;;-9.1326293;-48.5347701
TO;BR-153;Decrescente;X;;;-9.1237497;-48.5328826
TO;BR-153;Decrescente;;;;-9.1148736;-48.530996
TO;BR-153;Decrescente;;;;-9.1059978;-48.5291189
TO;BR-153;Decrescente;;;X;-9.0971117;-48.5272281
TO;BR-153;Decrescente;;;;-9.0882421;-48.5253471
TO;BR-153;Decrescente;;;;-9.0793629;-48.5234592
TO;BR-153;Decrescente;;;;-9.0704778;-48.5215735
TO;BR-153;Decrescente;;;;-9.0615992;-48.519688
TO;BR-153;Decrescente;;;;-9.0527769;-48.5176611
TO;BR-153;Decrescente;;;X;-9.0448167;-48.513322
TO;BR-153;Decrescente;;;;-9.0370219;-48.5086891
TO;BR-153;Decrescente;X;;;-9.0291925;-48.504083
TO;BR-153;Decrescente;;;;-9.020294;-48.5028055
TO;BR-153;Decrescente;;;;-9.0112791;-48.5019971
TO;BR-153;Decrescente;;;X;-9.0022629;-48.5011814
TO;BR-153;Decrescente;;;;-8.9932534;-48.500368
TO;BR-153;Decrescente;;;;-8.9842517;-48.4995201
TO;BR-153;Decrescente;;;;-8.9755952;-48.496828
TO;BR-153;Decrescente;;;;-8.9668259;-48.4950471
TO;BR-153;Decrescente;;;;-8.9582601;-48.4979716
TO;BR-153;Decrescente;;;;-8.9497198;-48.5010537
TO;BR-153;Decrescente;;;;-8.9413861;-48.5048532
TO;BR-153;Decrescente;;;;-8.9331974;-48.5090016
TO;BR-153;Decrescente;;;X;-8.9235491;-48.5095632
TO;BR-153;Decrescente;;;;-8.9149889;-48.5094007
TO;BR-153;Decrescente;;;;-8.9058403;-48.5092132
TO;BR-153;Decrescente;;;;-8.8966819;-48.5090304
TO;BR-153;Decrescente;;X;;-8.8875299;-48.5088422
TO;BR-153;Decrescente;;;;-8.8783747;-48.5086563
TO;BR-153;Decrescente;X;;;-8.869217;-48.5084799
TO;BR-153;Decrescente;X;;;-8.8600579;-48.5081526
TO;BR-153;Decrescente;X;;;-8.8509847;-48.509417
TO;BR-153;Decrescente;X;;;-8.8420041;-48.5113037
TO;BR-153;Decrescente;;X;;-8.8329049;-48.5121215
TO;BR-153;Decrescente;;;;-8.8237317;-48.5121666
TO;BR-153;Decrescente;;;X;-8.81469;-48.5121697
TO;BR-153;Decrescente;;X;;-8.8057244;-48.512209
TO;BR-153;Decrescente;X;;;-8.7967607;-48.5122714
TO;BR-153;Decrescente;X;;;-8.7877974;-48.5120682
TO;BR-153;Decrescente;;X;;-8.7788602;-48.5113123
TO;BR-153;Decrescente;;X;;-8.7699243;-48.5105729
TO;BR-153;Decrescente;;;;-8.7609834;-48.5098298
TO;BR-153;Decrescente;;;;-8.7520461;-48.5090928
TO;BR-153;Decrescente;;;;-8.7431101;-48.5083433
TO;BR-153;Decrescente;;;;-8.7341663;-48.5076016
TO;BR-153;Decrescente;;;;-8.7252207;-48.506862
TO;BR-153;Decrescente;;;;-8.7162884;-48.5061161
TO;BR-153;Decrescente;;;;-8.7073444;-48.5053653
TO;BR-153;Decrescente;;;;-8.6984039;-48.5046199
TO;BR-153;Decrescente;;;;-8.6894661;-48.503866
TO;BR-153;Decrescente;;;;-8.6807828;-48.5016147
TO;BR-153;Decrescente;;;;-8.6721597;-48.499132
TO;BR-153;Decrescente;;;;-8.6635273;-48.4966444
TO;BR-153;Decrescente;;;;-8.654901;-48.4941606
TO;BR-153;Decrescente;;;;-8.6462684;-48.4916811
TO;BR-153;Decrescente;;;;-8.6376432;-48.4891938
TO;BR-153;Decrescente;;;;-8.6290116;-48.4867127
TO;BR-153;Decrescente;;;X;-8.6203859;-48.4842222
TO;BR-153;Decrescente;;X;;-8.6117542;-48.4817389
TO;BR-153;Decrescente;;;X;-8.6029168;-48.4821486
TO;BR-153;Decrescente;;;;-8.5940423;-48.4831455
TO;BR-153;Decrescente;;;X;-8.5850681;-48.4831554
TO;BR-153;Decrescente;;;;-8.5760975;-48.4831666
TO;BR-153;Decrescente;;X;;-8.567122;-48.4831689
TO;BR-153;Decrescente;;;X;-8.5581464;-48.4831857
TO;BR-153;Decrescente;;;;-8.5491659;-48.4831853
TO;BR-153;Decrescente;;;;-8.5401999;-48.4831901
TO;BR-153;Decrescente;;;;-8.5312225;-48.4832007
TO;BR-153;Decrescente;;;;-8.5222038;-48.4846608
TO;BR-153;Decrescente;;X;;-8.5131741;-48.4865993
TO;BR-153;Decrescente;X;;;-8.5041461;-48.4885361
TO;BR-153;Decrescente;;;;-8.4951122;-48.4904743
TO;BR-153;Decrescente;;;;-8.485945;-48.489885
TO;BR-235;Crescente;;;;-8.9953833;-48.167392
TO;BR-235;Crescente;;;;-8.9943651;-48.1760826
TO;BR-235;Crescente;;;;-8.9924236;-48.1854851
TO;BR-235;Crescente;;;;-8.9913092;-48.1888358
TO;BR-235;Crescente;;;;-8.979258;-48.1968266
TO;BR-235;Crescente;;;;-8.97934;-48.1994055
TO;BR-235;Crescente;;;;-8.9797845;-48.2079354
TO;BR-235;Crescente;;;;-8.9791129;-48.2163604
TO;BR-235;Crescente;;;;-8.9771012;-48.2246512
TO;BR-235;Crescente;;;X;-8.9730954;-48.2321632
TO;BR-235;Crescente;;;;-8.9690606;-48.239662
TO;BR-235;Crescente;;;;-8.966357;-48.2475555
TO;BR-235;Crescente;;;;-8.969366;-48.2555363
TO;BR-235;Crescente;;;;-8.9691643;-48.2639685
TO;BR-235;Crescente;;;;-8.9670003;-48.2720852
TO;BR-235;Crescente;;;;-8.9625655;-48.2793659
TO;BR-235;Crescente;;;;-8.9581517;-48.2866229
TO;BR-235;Crescente;;;;-8.9566414;-48.2947966
TO;BR-235;Crescente;;;X;-8.9572788;-48.3033041
TO;BR-235;Crescente;;;;-8.9579273;-48.3118268
TO;BR-235;Crescente;;;;-8.9585601;-48.3203393
TO;BR-235;Crescente;;;;-8.961824;-48.3281331
TO;BR-235;Crescente;;;;-8.965841;-48.3356521
TO;BR-235;Crescente;;;;-8.9698701;-48.3431509
TO;BR-235;Crescente;;;;-8.9738985;-48.3506535
TO;BR-235;Crescente;;;;-8.974911;-48.3590107
TO;BR-235;Crescente;;X;;-8.9750506;-48.36756
TO;BR-235;Crescente;;;;-8.9751792;-48.376093
TO;BR-235;Crescente;;;;-8.9753191;-48.3846223
TO;BR-235;Crescente;;;;-8.9753389;-48.3931663
TO;BR-235;Crescente;;;;-8.9709335;-48.4003772
TO;BR-235;Crescente;;;;-8.9661372;-48.4074086
TO;BR-235;Crescente;;;;-8.9613414;-48.4144375
TO;BR-235;Crescente;;;;-8.9565436;-48.4214702
TO;BR-235;Crescente;;;;-8.9517636;-48.4285011
TO;BR-235;Crescente;;;;-8.946971;-48.4355244
TO;BR-235;Crescente;;;;-8.9421788;-48.4425601
TO;BR-235;Crescente;;;;-8.937376;-48.4495813
TO;BR-235;Crescente;;;;-8.9325998;-48.4566137
TO;BR-235;Crescente;;;;-8.933513;-48.4646761
TO;BR-235;Crescente;;;;-8.9372674;-48.4723168
TO;BR-235;Crescente;;;;-8.9410346;-48.4799598
TO;BR-235;Crescente;;;;-8.9447981;-48.4876087
TO;BR-235;Crescente;;;;-8.9485635;-48.4952589
TO;BR-235;Decrescente;;;;-8.9512544;-48.5001107
TO;BR-235;Decrescente;;;;-8.9485886;-48.4952261
TO;BR-235;Decrescente;;;;-8.9448134;-48.4875764
TO;BR-235;Decrescente;;;;-8.9410431;-48.4799312
TO;BR-235;Decrescente;;;;-8.9372739;-48.4722913
TO;BR-235;Decrescente;X;;;-8.9335096;-48.4646541
TO;BR-235;Decrescente;;;;-8.9326328;-48.4566232
TO;BR-235;Decrescente;;;;-8.9374044;-48.4495724
TO;BR-235;Decrescente;;;;-8.9421876;-48.4425314
TO;BR-235;Decrescente;;;;-8.9469704;-48.4355075
TO;BR-235;Decrescente;;;;-8.9517606;-48.4284816
TO;BR-235;Decrescente;;;;-8.9565597;-48.4214563
TO;BR-235;Decrescente;;;X;-8.9613567;-48.4144153
TO;BR-235;Decrescente;;;;-8.9661377;-48.4073947
TO;BR-235;Decrescente;X;;;-8.9709368;-48.4003553
TO;BR-235;Decrescente;;X;;-8.9753229;-48.3931314
TO;BR-235;Decrescente;X;;;-8.9753196;-48.3846076
TO;BR-235;Decrescente;;;;-8.9751813;-48.3760719
TO;BR-235;Decrescente;;;;-8.97504;-48.3675316
TO;BR-235;Decrescente;X;;;-8.9748735;-48.3589942
